课程1,课程2,相似度
JAVA程序设计A.txt,线性代数2.txt,0.4805
JAVA程序设计A.txt,线性代数2_mooc.txt,0.2499
JAVA程序设计A.txt,线性代数3.txt,0.2757
JAVA程序设计A.txt,线性代数3_mooc.txt,0.2458
JAVA程序设计A.txt,线性代数4.txt,0.2509
JAVA程序设计A.txt,线性代数4_mooc.txt,0.2106
JAVA程序设计A.txt,线性代数5.txt,0.0276
JAVA程序设计A.txt,线性代数5_mooc.txt,0.2235
JAVA程序设计A.txt,编译原理1.txt,0.1877
JAVA程序设计A.txt,编译原理1_mooc.txt,0.4019
JAVA程序设计A.txt,编译原理2.txt,0.3168
JAVA程序设计A.txt,编译原理2_mooc.txt,0.3020
JAVA程序设计A.txt,计算机导论.txt,0.2224
JAVA程序设计A.txt,计算机导论_mooc.txt,0.0729
JAVA程序设计A.txt,计算机网络A.txt,0.1118
JAVA程序设计A.txt,计算机网络A_mooc.txt,0.0707
JAVA程序设计A.txt,软件企业管理与文化.txt,0.1749
JAVA程序设计A.txt,软件企业管理与文化_mooc.txt,0.3294
JAVA程序设计A.txt,软件开发与测试实训.txt,0.2280
JAVA程序设计A.txt,软件开发与测试实训_mooc.txt,0.2642
JAVA程序设计A.txt,软件测试技术.txt,0.2295
JAVA程序设计A.txt,软件测试技术_mooc.txt,0.2642
JAVA程序设计A.txt,软件设计.txt,0.2136
JAVA程序设计A.txt,软件设计_mooc.txt,0.3839
JAVA程序设计A.txt,软件项目管理.txt,0.2494
JAVA程序设计A.txt,软件项目管理_mooc.txt,-0.0107
JAVA程序设计A.txt,需求工程与UML建模.txt,0.1793
JAVA程序设计A.txt,需求工程与UML建模_mooc.txt,0.2351
JAVA程序设计A.txt,面向对象程序设计C++（A）.txt,0.2047
JAVA程序设计A.txt,面向对象程序设计C++（A）_mooc.txt,0.1365
JAVA程序设计A.txt,高级语言程序设计与算法初步（C语言）.txt,0.1498
JAVA程序设计A.txt,高级语言设计与算法初步（C语言）_mooc.txt,0.0997
JAVA程序设计A.txt,高级软件工程.txt,0.0628
JAVA程序设计A.txt,高级软件工程_mooc.txt,0.2804
JAVA程序设计A_mooc.txt,.NET程序设计A.txt,0.3871
JAVA程序设计A_mooc.txt,.NET程序设计A_mooc.txt,0.3445
JAVA程序设计A_mooc.txt,CC++语言程序设计.txt,0.2203
JAVA程序设计A_mooc.txt,CC++语言程序设计_mooc.txt,0.4093
JAVA程序设计A_mooc.txt,IT基础实训.txt,0.2625
JAVA程序设计A_mooc.txt,IT基础实训_mooc.txt,0.3475
JAVA程序设计A_mooc.txt,J2EE框架.txt,0.3257
JAVA程序设计A_mooc.txt,J2EE框架_mooc.txt,0.4642
JAVA程序设计A_mooc.txt,Java框架.txt,0.3953
JAVA程序设计A_mooc.txt,Java框架_mooc.txt,0.5723
JAVA程序设计A_mooc.txt,JAVA程序设计A.txt,0.3004
JAVA程序设计A_mooc.txt,JAVA程序设计A_mooc.txt,0.5723
JAVA程序设计A_mooc.txt,Linux程序设计.txt,0.2301
JAVA程序设计A_mooc.txt,Linux程序设计_mooc.txt,0.2024
JAVA程序设计A_mooc.txt,oracle数据库.txt,0.2341
JAVA程序设计A_mooc.txt,oracle数据库_mooc.txt,0.2520
JAVA程序设计A_mooc.txt,python语言程序设计.txt,0.3397
JAVA程序设计A_mooc.txt,python语言程序设计_mooc.txt,0.4549
JAVA程序设计A_mooc.txt,Visual C++程序设计.txt,0.3220
JAVA程序设计A_mooc.txt,Visual C++程序设计_mooc.txt,0.3869
JAVA程序设计A_mooc.txt,Web开发基础与JSP.txt,0.4701
JAVA程序设计A_mooc.txt,Web开发基础与JSP_mooc.txt,0.3616
JAVA程序设计A_mooc.txt,人机交互技术.txt,0.2738
JAVA程序设计A_mooc.txt,人机交互技术_mooc.txt,0.1407
JAVA程序设计A_mooc.txt,信息安全A.txt,0.4417
JAVA程序设计A_mooc.txt,信息安全A_mooc.txt,0.3612
JAVA程序设计A_mooc.txt,嵌入式开发环境与工具.txt,0.2288
JAVA程序设计A_mooc.txt,嵌入式开发环境与工具_mooc.txt,0.3401
JAVA程序设计A_mooc.txt,嵌入式系统开发.txt,0.3634
JAVA程序设计A_mooc.txt,嵌入式系统开发_mooc.txt,0.4047
JAVA程序设计A_mooc.txt,微机原理与接口技术.txt,0.4022
JAVA程序设计A_mooc.txt,微机原理与接口技术_mooc.txt,0.4590
JAVA程序设计A_mooc.txt,操作系统原理1.txt,0.1954
JAVA程序设计A_mooc.txt,操作系统原理1_mooc.txt,0.1719
JAVA程序设计A_mooc.txt,操作系统原理2.txt,0.1457
JAVA程序设计A_mooc.txt,操作系统原理2_mooc.txt,0.2753
JAVA程序设计A_mooc.txt,数字逻辑电路.txt,0.4412
JAVA程序设计A_mooc.txt,数字逻辑电路_mooc.txt,0.3507
JAVA程序设计A_mooc.txt,数据库原理与应用1.txt,0.3450
JAVA程序设计A_mooc.txt,数据库原理与应用1_mooc.txt,0.2477
JAVA程序设计A_mooc.txt,数据库原理与应用2.txt,0.3994
JAVA程序设计A_mooc.txt,数据库原理与应用2_mooc.txt,0.4672
JAVA程序设计A_mooc.txt,数据结构1.txt,0.4071
JAVA程序设计A_mooc.txt,数据结构1_mooc.txt,0.4929
JAVA程序设计A_mooc.txt,数据结构2.txt,0.3230
JAVA程序设计A_mooc.txt,数据结构2_mooc.txt,0.2813
JAVA程序设计A_mooc.txt,概率论与数理统计.txt,0.5464
JAVA程序设计A_mooc.txt,概率论与数理统计_mooc.txt,0.4146
JAVA程序设计A_mooc.txt,游戏程序设计.txt,0.4351
JAVA程序设计A_mooc.txt,游戏程序设计_mooc.txt,0.2871
JAVA程序设计A_mooc.txt,知识产权与软件保护.txt,0.3614
JAVA程序设计A_mooc.txt,知识产权与软件保护_mooc.txt,0.2943
JAVA程序设计A_mooc.txt,离散数学.txt,0.4637
JAVA程序设计A_mooc.txt,离散数学_mooc.txt,0.4207
JAVA程序设计A_mooc.txt,算法设计与分析.txt,0.2763
JAVA程序设计A_mooc.txt,算法设计与分析_mooc.txt,0.4017
JAVA程序设计A_mooc.txt,线性代数1.txt,0.4366
JAVA程序设计A_mooc.txt,线性代数1_mooc.txt,0.2932
JAVA程序设计A_mooc.txt,线性代数2.txt,0.4549
JAVA程序设计A_mooc.txt,线性代数2_mooc.txt,0.2854
JAVA程序设计A_mooc.txt,线性代数3.txt,0.3922
JAVA程序设计A_mooc.txt,线性代数3_mooc.txt,0.1778
JAVA程序设计A_mooc.txt,线性代数4.txt,0.3029
JAVA程序设计A_mooc.txt,线性代数4_mooc.txt,0.4028
JAVA程序设计A_mooc.txt,线性代数5.txt,0.2085
JAVA程序设计A_mooc.txt,线性代数5_mooc.txt,0.3218
JAVA程序设计A_mooc.txt,编译原理1.txt,0.2965
JAVA程序设计A_mooc.txt,编译原理1_mooc.txt,0.4493
JAVA程序设计A_mooc.txt,编译原理2.txt,0.5599
JAVA程序设计A_mooc.txt,编译原理2_mooc.txt,0.3723
JAVA程序设计A_mooc.txt,计算机导论.txt,0.3623
JAVA程序设计A_mooc.txt,计算机导论_mooc.txt,0.2871
JAVA程序设计A_mooc.txt,计算机网络A.txt,0.3293
JAVA程序设计A_mooc.txt,计算机网络A_mooc.txt,0.2186
JAVA程序设计A_mooc.txt,软件企业管理与文化.txt,0.3369
JAVA程序设计A_mooc.txt,软件企业管理与文化_mooc.txt,0.4519
JAVA程序设计A_mooc.txt,软件开发与测试实训.txt,0.1985
JAVA程序设计A_mooc.txt,软件开发与测试实训_mooc.txt,0.2544
JAVA程序设计A_mooc.txt,软件测试技术.txt,0.3036
JAVA程序设计A_mooc.txt,软件测试技术_mooc.txt,0.2544
JAVA程序设计A_mooc.txt,软件设计.txt,0.4201
JAVA程序设计A_mooc.txt,软件设计_mooc.txt,0.2519
JAVA程序设计A_mooc.txt,软件项目管理.txt,0.2778
JAVA程序设计A_mooc.txt,软件项目管理_mooc.txt,0.2593
JAVA程序设计A_mooc.txt,需求工程与UML建模.txt,0.2261
JAVA程序设计A_mooc.txt,需求工程与UML建模_mooc.txt,0.1891
JAVA程序设计A_mooc.txt,面向对象程序设计C++（A）.txt,0.0991
JAVA程序设计A_mooc.txt,面向对象程序设计C++（A）_mooc.txt,0.2464
JAVA程序设计A_mooc.txt,高级语言程序设计与算法初步（C语言）.txt,0.2473
JAVA程序设计A_mooc.txt,高级语言设计与算法初步（C语言）_mooc.txt,0.4267
JAVA程序设计A_mooc.txt,高级软件工程.txt,0.1079
JAVA程序设计A_mooc.txt,高级软件工程_mooc.txt,0.2060
Linux程序设计.txt,.NET程序设计A.txt,0.1872
Linux程序设计.txt,.NET程序设计A_mooc.txt,0.3501
Linux程序设计.txt,CC++语言程序设计.txt,0.1637
Linux程序设计.txt,CC++语言程序设计_mooc.txt,-0.0209
Linux程序设计.txt,IT基础实训.txt,0.2881
Linux程序设计.txt,IT基础实训_mooc.txt,0.2208
Linux程序设计.txt,J2EE框架.txt,0.2894
Linux程序设计.txt,J2EE框架_mooc.txt,0.5013
Linux程序设计.txt,Java框架.txt,0.2438
Linux程序设计.txt,Java框架_mooc.txt,0.3509
Linux程序设计.txt,JAVA程序设计A.txt,0.2800
Linux程序设计.txt,JAVA程序设计A_mooc.txt,0.3509
Linux程序设计.txt,Linux程序设计.txt,0.8178
Linux程序设计.txt,Linux程序设计_mooc.txt,0.2464
Linux程序设计.txt,oracle数据库.txt,0.0209
Linux程序设计.txt,oracle数据库_mooc.txt,0.0358
Linux程序设计.txt,python语言程序设计.txt,0.2044
Linux程序设计.txt,python语言程序设计_mooc.txt,0.1597
Linux程序设计.txt,Visual C++程序设计.txt,0.1794
Linux程序设计.txt,Visual C++程序设计_mooc.txt,0.2110
Linux程序设计.txt,Web开发基础与JSP.txt,0.1947
Linux程序设计.txt,Web开发基础与JSP_mooc.txt,0.2583
Linux程序设计.txt,人机交互技术.txt,0.2828
Linux程序设计.txt,人机交互技术_mooc.txt,0.3200
Linux程序设计.txt,信息安全A.txt,0.2961
Linux程序设计.txt,信息安全A_mooc.txt,0.2620
Linux程序设计.txt,嵌入式开发环境与工具.txt,0.2292
Linux程序设计.txt,嵌入式开发环境与工具_mooc.txt,0.2494
Linux程序设计.txt,嵌入式系统开发.txt,0.2586
Linux程序设计.txt,嵌入式系统开发_mooc.txt,0.4003
Linux程序设计.txt,微机原理与接口技术.txt,0.2066
Linux程序设计.txt,微机原理与接口技术_mooc.txt,0.1981
Linux程序设计.txt,操作系统原理1.txt,0.1773
Linux程序设计.txt,操作系统原理1_mooc.txt,0.2102
Linux程序设计.txt,操作系统原理2.txt,0.3430
Linux程序设计.txt,操作系统原理2_mooc.txt,0.2923
Linux程序设计.txt,数字逻辑电路.txt,0.2385
Linux程序设计.txt,数字逻辑电路_mooc.txt,0.1637
Linux程序设计.txt,数据库原理与应用1.txt,0.2101
Linux程序设计.txt,数据库原理与应用1_mooc.txt,0.2121
Linux程序设计.txt,数据库原理与应用2.txt,0.1383
Linux程序设计.txt,数据库原理与应用2_mooc.txt,0.1754
Linux程序设计.txt,数据结构1.txt,0.1910
Linux程序设计.txt,数据结构1_mooc.txt,0.1960
Linux程序设计.txt,数据结构2.txt,0.1442
Linux程序设计.txt,数据结构2_mooc.txt,0.1057
Linux程序设计.txt,概率论与数理统计.txt,0.3206
Linux程序设计.txt,概率论与数理统计_mooc.txt,0.3214
Linux程序设计.txt,游戏程序设计.txt,0.2994
Linux程序设计.txt,游戏程序设计_mooc.txt,0.1724
Linux程序设计.txt,知识产权与软件保护.txt,0.2430
Linux程序设计.txt,知识产权与软件保护_mooc.txt,0.3287
Linux程序设计.txt,离散数学.txt,0.2857
Linux程序设计.txt,离散数学_mooc.txt,0.2780
Linux程序设计.txt,算法设计与分析.txt,0.1854
Linux程序设计.txt,算法设计与分析_mooc.txt,0.2521
Linux程序设计.txt,线性代数1.txt,0.2571
Linux程序设计.txt,线性代数1_mooc.txt,0.3186
Linux程序设计.txt,线性代数2.txt,0.3206
Linux程序设计.txt,线性代数2_mooc.txt,0.2925
Linux程序设计.txt,线性代数3.txt,0.1023
Linux程序设计.txt,线性代数3_mooc.txt,0.3018
Linux程序设计.txt,线性代数4.txt,0.2868
Linux程序设计.txt,线性代数4_mooc.txt,0.2174
Linux程序设计.txt,线性代数5.txt,0.2264
Linux程序设计.txt,线性代数5_mooc.txt,0.2293
Linux程序设计.txt,编译原理1.txt,0.1573
Linux程序设计.txt,编译原理1_mooc.txt,0.2630
Linux程序设计.txt,编译原理2.txt,0.1216
Linux程序设计.txt,编译原理2_mooc.txt,0.2229
Linux程序设计.txt,计算机导论.txt,0.1058
Linux程序设计.txt,计算机导论_mooc.txt,0.2050
Linux程序设计.txt,计算机网络A.txt,0.4142
Linux程序设计.txt,计算机网络A_mooc.txt,0.3755
Linux程序设计.txt,软件企业管理与文化.txt,0.1140
Linux程序设计.txt,软件企业管理与文化_mooc.txt,0.3342
Linux程序设计.txt,软件开发与测试实训.txt,0.2621
Linux程序设计.txt,软件开发与测试实训_mooc.txt,0.2123
Linux程序设计.txt,软件测试技术.txt,0.2333
Linux程序设计.txt,软件测试技术_mooc.txt,0.2123
Linux程序设计.txt,软件设计.txt,0.1290
Linux程序设计.txt,软件设计_mooc.txt,0.5158
Linux程序设计.txt,软件项目管理.txt,0.2725
Linux程序设计.txt,软件项目管理_mooc.txt,0.0717
Linux程序设计.txt,需求工程与UML建模.txt,0.2251
Linux程序设计.txt,需求工程与UML建模_mooc.txt,0.2260
Linux程序设计.txt,面向对象程序设计C++（A）.txt,0.0553
Linux程序设计.txt,面向对象程序设计C++（A）_mooc.txt,0.1478
Linux程序设计.txt,高级语言程序设计与算法初步（C语言）.txt,0.0892
Linux程序设计.txt,高级语言设计与算法初步（C语言）_mooc.txt,0.2571
Linux程序设计.txt,高级软件工程.txt,0.2622
Linux程序设计.txt,高级软件工程_mooc.txt,0.2585
Linux程序设计_mooc.txt,.NET程序设计A.txt,0.4332
Linux程序设计_mooc.txt,.NET程序设计A_mooc.txt,0.2784
Linux程序设计_mooc.txt,CC++语言程序设计.txt,0.2783
Linux程序设计_mooc.txt,CC++语言程序设计_mooc.txt,0.2389
Linux程序设计_mooc.txt,IT基础实训.txt,0.4514
Linux程序设计_mooc.txt,IT基础实训_mooc.txt,0.1723
Linux程序设计_mooc.txt,J2EE框架.txt,0.2406
Linux程序设计_mooc.txt,J2EE框架_mooc.txt,0.1577
Linux程序设计_mooc.txt,Java框架.txt,0.1248
Linux程序设计_mooc.txt,Java框架_mooc.txt,0.2552
Linux程序设计_mooc.txt,JAVA程序设计A.txt,0.1474
Linux程序设计_mooc.txt,JAVA程序设计A_mooc.txt,0.2552
Linux程序设计_mooc.txt,Linux程序设计.txt,0.2970
Linux程序设计_mooc.txt,Linux程序设计_mooc.txt,0.8300
Linux程序设计_mooc.txt,oracle数据库.txt,0.3989
Linux程序设计_mooc.txt,oracle数据库_mooc.txt,0.1830
Linux程序设计_mooc.txt,python语言程序设计.txt,0.0999
Linux程序设计_mooc.txt,python语言程序设计_mooc.txt,0.1623
Linux程序设计_mooc.txt,Visual C++程序设计.txt,0.3230
Linux程序设计_mooc.txt,Visual C++程序设计_mooc.txt,0.1335
Linux程序设计_mooc.txt,Web开发基础与JSP.txt,0.0952
Linux程序设计_mooc.txt,Web开发基础与JSP_mooc.txt,0.1119
Linux程序设计_mooc.txt,人机交互技术.txt,0.0817
Linux程序设计_mooc.txt,人机交互技术_mooc.txt,0.3743
Linux程序设计_mooc.txt,信息安全A.txt,0.2464
Linux程序设计_mooc.txt,信息安全A_mooc.txt,0.1969
Linux程序设计_mooc.txt,嵌入式开发环境与工具.txt,0.1695
Linux程序设计_mooc.txt,嵌入式开发环境与工具_mooc.txt,0.0701
Linux程序设计_mooc.txt,嵌入式系统开发.txt,0.1580
Linux程序设计_mooc.txt,嵌入式系统开发_mooc.txt,0.1420
Linux程序设计_mooc.txt,微机原理与接口技术.txt,0.1769
Linux程序设计_mooc.txt,微机原理与接口技术_mooc.txt,0.1644
Linux程序设计_mooc.txt,操作系统原理1.txt,0.1631
Linux程序设计_mooc.txt,操作系统原理1_mooc.txt,0.2410
Linux程序设计_mooc.txt,操作系统原理2.txt,0.3184
Linux程序设计_mooc.txt,操作系统原理2_mooc.txt,0.3496
Linux程序设计_mooc.txt,数字逻辑电路.txt,0.4217
Linux程序设计_mooc.txt,数字逻辑电路_mooc.txt,0.2947
Linux程序设计_mooc.txt,数据库原理与应用1.txt,0.1651
Linux程序设计_mooc.txt,数据库原理与应用1_mooc.txt,0.2337
Linux程序设计_mooc.txt,数据库原理与应用2.txt,0.3681
Linux程序设计_mooc.txt,数据库原理与应用2_mooc.txt,0.3819
Linux程序设计_mooc.txt,数据结构1.txt,0.1300
Linux程序设计_mooc.txt,数据结构1_mooc.txt,0.2104
Linux程序设计_mooc.txt,数据结构2.txt,0.0369
Linux程序设计_mooc.txt,数据结构2_mooc.txt,0.1466
Linux程序设计_mooc.txt,概率论与数理统计.txt,0.2533
Linux程序设计_mooc.txt,概率论与数理统计_mooc.txt,0.3744
Linux程序设计_mooc.txt,游戏程序设计.txt,0.2141
Linux程序设计_mooc.txt,游戏程序设计_mooc.txt,0.2381
Linux程序设计_mooc.txt,知识产权与软件保护.txt,0.2670
Linux程序设计_mooc.txt,知识产权与软件保护_mooc.txt,0.1482
Linux程序设计_mooc.txt,离散数学.txt,0.1774
Linux程序设计_mooc.txt,离散数学_mooc.txt,0.0455
Linux程序设计_mooc.txt,算法设计与分析.txt,0.3003
Linux程序设计_mooc.txt,算法设计与分析_mooc.txt,0.2237
Linux程序设计_mooc.txt,线性代数1.txt,0.2295
Linux程序设计_mooc.txt,线性代数1_mooc.txt,0.3349
Linux程序设计_mooc.txt,线性代数2.txt,0.2616
Linux程序设计_mooc.txt,线性代数2_mooc.txt,0.2745
Linux程序设计_mooc.txt,线性代数3.txt,0.1706
Linux程序设计_mooc.txt,线性代数3_mooc.txt,0.4955
Linux程序设计_mooc.txt,线性代数4.txt,0.2829
Linux程序设计_mooc.txt,线性代数4_mooc.txt,0.2194
Linux程序设计_mooc.txt,线性代数5.txt,0.1822
Linux程序设计_mooc.txt,线性代数5_mooc.txt,0.2667
Linux程序设计_mooc.txt,编译原理1.txt,0.0304
Linux程序设计_mooc.txt,编译原理1_mooc.txt,0.1599
Linux程序设计_mooc.txt,编译原理2.txt,0.1810
Linux程序设计_mooc.txt,编译原理2_mooc.txt,0.3347
Linux程序设计_mooc.txt,计算机导论.txt,0.3293
Linux程序设计_mooc.txt,计算机导论_mooc.txt,0.1653
Linux程序设计_mooc.txt,计算机网络A.txt,0.3067
Linux程序设计_mooc.txt,计算机网络A_mooc.txt,0.3652
Linux程序设计_mooc.txt,软件企业管理与文化.txt,0.2301
Linux程序设计_mooc.txt,软件企业管理与文化_mooc.txt,0.2654
Linux程序设计_mooc.txt,软件开发与测试实训.txt,0.1484
Linux程序设计_mooc.txt,软件开发与测试实训_mooc.txt,0.2269
Linux程序设计_mooc.txt,软件测试技术.txt,0.1516
Linux程序设计_mooc.txt,软件测试技术_mooc.txt,0.2269
Linux程序设计_mooc.txt,软件设计.txt,0.0852
Linux程序设计_mooc.txt,软件设计_mooc.txt,0.2204
Linux程序设计_mooc.txt,软件项目管理.txt,0.0943
Linux程序设计_mooc.txt,软件项目管理_mooc.txt,0.1903
Linux程序设计_mooc.txt,需求工程与UML建模.txt,0.1126
Linux程序设计_mooc.txt,需求工程与UML建模_mooc.txt,0.2140
Linux程序设计_mooc.txt,面向对象程序设计C++（A）.txt,0.3491
Linux程序设计_mooc.txt,面向对象程序设计C++（A）_mooc.txt,0.3727
Linux程序设计_mooc.txt,高级语言程序设计与算法初步（C语言）.txt,0.2937
Linux程序设计_mooc.txt,高级语言设计与算法初步（C语言）_mooc.txt,0.2235
Linux程序设计_mooc.txt,高级软件工程.txt,0.2437
Linux程序设计_mooc.txt,高级软件工程_mooc.txt,0.2648
oracle数据库.txt,.NET程序设计A.txt,0.2731
oracle数据库.txt,.NET程序设计A_mooc.txt,0.0347
oracle数据库.txt,CC++语言程序设计.txt,0.1823
oracle数据库.txt,CC++语言程序设计_mooc.txt,0.2836
oracle数据库.txt,IT基础实训.txt,0.2475
oracle数据库.txt,IT基础实训_mooc.txt,0.0606
oracle数据库.txt,J2EE框架.txt,0.2471
oracle数据库.txt,J2EE框架_mooc.txt,0.1021
oracle数据库.txt,Java框架.txt,0.1268
oracle数据库.txt,Java框架_mooc.txt,0.1822
oracle数据库.txt,JAVA程序设计A.txt,0.0899
oracle数据库.txt,JAVA程序设计A_mooc.txt,0.1822
oracle数据库.txt,Linux程序设计.txt,-0.0222
oracle数据库.txt,Linux程序设计_mooc.txt,0.2482
oracle数据库.txt,oracle数据库.txt,0.7902
oracle数据库.txt,oracle数据库_mooc.txt,0.3141
oracle数据库.txt,python语言程序设计.txt,0.1475
oracle数据库.txt,python语言程序设计_mooc.txt,0.1474
oracle数据库.txt,Visual C++程序设计.txt,0.1829
oracle数据库.txt,Visual C++程序设计_mooc.txt,0.3216
oracle数据库.txt,Web开发基础与JSP.txt,0.1547
oracle数据库.txt,Web开发基础与JSP_mooc.txt,0.1015
oracle数据库.txt,人机交互技术.txt,-0.0431
oracle数据库.txt,人机交互技术_mooc.txt,0.0016
oracle数据库.txt,信息安全A.txt,0.4076
oracle数据库.txt,信息安全A_mooc.txt,0.0667
oracle数据库.txt,嵌入式开发环境与工具.txt,0.0310
oracle数据库.txt,嵌入式开发环境与工具_mooc.txt,0.1257
oracle数据库.txt,嵌入式系统开发.txt,0.2065
oracle数据库.txt,嵌入式系统开发_mooc.txt,0.1738
oracle数据库.txt,微机原理与接口技术.txt,0.1179
oracle数据库.txt,微机原理与接口技术_mooc.txt,0.0906
oracle数据库.txt,操作系统原理1.txt,0.2057
oracle数据库.txt,操作系统原理1_mooc.txt,0.0653
oracle数据库.txt,操作系统原理2.txt,0.0831
oracle数据库.txt,操作系统原理2_mooc.txt,0.1961
oracle数据库.txt,数字逻辑电路.txt,0.0584
oracle数据库.txt,数字逻辑电路_mooc.txt,0.2158
oracle数据库.txt,数据库原理与应用1.txt,0.1196
oracle数据库.txt,数据库原理与应用1_mooc.txt,0.1695
oracle数据库.txt,数据库原理与应用2.txt,0.4162
oracle数据库.txt,数据库原理与应用2_mooc.txt,0.3221
oracle数据库.txt,数据结构1.txt,0.2991
oracle数据库.txt,数据结构1_mooc.txt,0.2239
oracle数据库.txt,数据结构2.txt,0.3453
oracle数据库.txt,数据结构2_mooc.txt,0.2267
oracle数据库.txt,概率论与数理统计.txt,0.1965
oracle数据库.txt,概率论与数理统计_mooc.txt,0.1478
oracle数据库.txt,游戏程序设计.txt,0.1605
oracle数据库.txt,游戏程序设计_mooc.txt,0.1771
oracle数据库.txt,知识产权与软件保护.txt,0.1374
oracle数据库.txt,知识产权与软件保护_mooc.txt,0.2007
oracle数据库.txt,离散数学.txt,0.1039
oracle数据库.txt,离散数学_mooc.txt,0.0342
oracle数据库.txt,算法设计与分析.txt,0.1926
oracle数据库.txt,算法设计与分析_mooc.txt,0.1928
oracle数据库.txt,线性代数1.txt,0.2966
oracle数据库.txt,线性代数1_mooc.txt,0.3832
oracle数据库.txt,线性代数2.txt,-0.0280
oracle数据库.txt,线性代数2_mooc.txt,0.3194
oracle数据库.txt,线性代数3.txt,0.2194
oracle数据库.txt,线性代数3_mooc.txt,0.2427
oracle数据库.txt,线性代数4.txt,0.1384
oracle数据库.txt,线性代数4_mooc.txt,0.2708
oracle数据库.txt,线性代数5.txt,0.0251
oracle数据库.txt,线性代数5_mooc.txt,0.1739
oracle数据库.txt,编译原理1.txt,0.0545
oracle数据库.txt,编译原理1_mooc.txt,0.3116
oracle数据库.txt,编译原理2.txt,0.1906
oracle数据库.txt,编译原理2_mooc.txt,0.1103
oracle数据库.txt,计算机导论.txt,0.2080
oracle数据库.txt,计算机导论_mooc.txt,0.0583
oracle数据库.txt,计算机网络A.txt,0.1032
oracle数据库.txt,计算机网络A_mooc.txt,0.2047
oracle数据库.txt,软件企业管理与文化.txt,0.3374
oracle数据库.txt,软件企业管理与文化_mooc.txt,0.1244
oracle数据库.txt,软件开发与测试实训.txt,-0.0008
oracle数据库.txt,软件开发与测试实训_mooc.txt,0.1239
oracle数据库.txt,软件测试技术.txt,0.1021
oracle数据库.txt,软件测试技术_mooc.txt,0.1239
oracle数据库.txt,软件设计.txt,0.1253
oracle数据库.txt,软件设计_mooc.txt,0.0810
oracle数据库.txt,软件项目管理.txt,0.0696
oracle数据库.txt,软件项目管理_mooc.txt,0.1404
oracle数据库.txt,需求工程与UML建模.txt,0.3186
oracle数据库.txt,需求工程与UML建模_mooc.txt,0.0806
oracle数据库.txt,面向对象程序设计C++（A）.txt,-0.0273
oracle数据库.txt,面向对象程序设计C++（A）_mooc.txt,0.2199
oracle数据库.txt,高级语言程序设计与算法初步（C语言）.txt,0.1073
oracle数据库.txt,高级语言设计与算法初步（C语言）_mooc.txt,0.2634
oracle数据库.txt,高级软件工程.txt,0.2196
oracle数据库.txt,高级软件工程_mooc.txt,0.2448
oracle数据库_mooc.txt,.NET程序设计A.txt,0.1474
oracle数据库_mooc.txt,.NET程序设计A_mooc.txt,0.1136
oracle数据库_mooc.txt,CC++语言程序设计.txt,0.2907
oracle数据库_mooc.txt,CC++语言程序设计_mooc.txt,0.2139
oracle数据库_mooc.txt,IT基础实训.txt,0.1387
oracle数据库_mooc.txt,IT基础实训_mooc.txt,0.0863
oracle数据库_mooc.txt,J2EE框架.txt,0.3071
oracle数据库_mooc.txt,J2EE框架_mooc.txt,0.0854
oracle数据库_mooc.txt,Java框架.txt,0.2614
oracle数据库_mooc.txt,Java框架_mooc.txt,0.1717
oracle数据库_mooc.txt,JAVA程序设计A.txt,0.1384
oracle数据库_mooc.txt,JAVA程序设计A_mooc.txt,0.1717
oracle数据库_mooc.txt,Linux程序设计.txt,0.1747
oracle数据库_mooc.txt,Linux程序设计_mooc.txt,0.3189
oracle数据库_mooc.txt,oracle数据库.txt,0.4719
oracle数据库_mooc.txt,oracle数据库_mooc.txt,0.5308
oracle数据库_mooc.txt,python语言程序设计.txt,-0.0505
oracle数据库_mooc.txt,python语言程序设计_mooc.txt,-0.0974
oracle数据库_mooc.txt,Visual C++程序设计.txt,0.1955
oracle数据库_mooc.txt,Visual C++程序设计_mooc.txt,0.0958
oracle数据库_mooc.txt,Web开发基础与JSP.txt,0.0698
oracle数据库_mooc.txt,Web开发基础与JSP_mooc.txt,-0.0565
oracle数据库_mooc.txt,人机交互技术.txt,0.2533
oracle数据库_mooc.txt,人机交互技术_mooc.txt,0.2072
oracle数据库_mooc.txt,信息安全A.txt,0.2490
oracle数据库_mooc.txt,信息安全A_mooc.txt,0.1270
oracle数据库_mooc.txt,嵌入式开发环境与工具.txt,0.0202
oracle数据库_mooc.txt,嵌入式开发环境与工具_mooc.txt,0.2345
oracle数据库_mooc.txt,嵌入式系统开发.txt,-0.0361
oracle数据库_mooc.txt,嵌入式系统开发_mooc.txt,0.0481
oracle数据库_mooc.txt,微机原理与接口技术.txt,0.2297
oracle数据库_mooc.txt,微机原理与接口技术_mooc.txt,0.1173
oracle数据库_mooc.txt,操作系统原理1.txt,0.1567
oracle数据库_mooc.txt,操作系统原理1_mooc.txt,0.1288
oracle数据库_mooc.txt,操作系统原理2.txt,0.1074
oracle数据库_mooc.txt,操作系统原理2_mooc.txt,0.1296
oracle数据库_mooc.txt,数字逻辑电路.txt,0.2301
oracle数据库_mooc.txt,数字逻辑电路_mooc.txt,0.2690
oracle数据库_mooc.txt,数据库原理与应用1.txt,0.3283
oracle数据库_mooc.txt,数据库原理与应用1_mooc.txt,0.1184
oracle数据库_mooc.txt,数据库原理与应用2.txt,0.4438
